spruch,explanation,category,source,rating,id
"Es muss für einen Architekten schön blöd sein, wenn ihm dauernd was einfällt.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"315"
"Es nützt nichts zu fliehen, Schulen gibt es überall.",,"Lernen","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"316"
"Es sind aber die Schmutzigsten, von denen man sagt, dass sie mit allen Wassern gewaschen sind.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"317"
"Es sind nicht nur die Optiker, die ständig nach Kontakt linsen.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"318"
"Es trinkt der Mensch, es säuft das Pferd - in Bayern ist es umgekehrt ","(Die Welt, Oktoberfest-Quiz, 21.9.2012)","Switcheroo","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"319"
"Es tut NIVEA als beim ersten Mal.",,"Sexismus","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"320"
"Es wird nicht alles so heiß gegessen wie man sich fühlt.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"321"
"Es wird schon schiefgehen, sagte der Turmbauer von Pisa.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"322"
"Euch die Macht, uns die Nacht.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"323"
"Fährt der Bauer mal nach Rügen, darf der Knecht die Bäurin pflügen.",,"Sexismus","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"324"
"Fährt der Bauer raus zum Jauchen, wird er nachts ein Deo brauchen.",,"Hygiene","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"325"
"Fährt man rückwärts an den Baum, verkleinert sich der Kofferraum.",,"Autos","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"326"
"Fällt der Bauer tot vom Traktor, glüht am Waldrand der Reaktor.",,"Atomkraft Nein Danke","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"327"
"Fällt der Bauer voll vom Trecker, war der Schnaps mal wieder lecker ","(gepostet von Christoph Frilling in Facebook, 8.4.2016)","Saufen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"328"
"Fällt der Bauer von der Leiter, find't der Ochs dies ziemlich heiter.",,"Tiere","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"329"
"Fällt die Bäuerin in den Dünger, wird sie dadurch auch nicht jünger.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"330"
"Färbt der Patient sich plötzlich lila, desinfiziert man mit Tequila.",,"Saufen,Reim","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"331"
"Faulenzen schafft Arbeitsplätze.",,"Lazy Town,Workplace","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"332"
"Faulheit ist: sich ausruhen, bevor man müde wird.",,"Lazy Town","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"333"
"Fehler sind menschlich – aber wer richtigen Mist bauen will, braucht einen Computer.",,"Technik","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","8","334"
"Fehlt der Knecht am Morgen ständig, ist die Magd nachts zu lebendig.",,"Sexismus","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"335"
"Ferien auf dem Bauernhof, finden nicht nur Kühe doof.",,"Tiere","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"336"
"Fettflecke werden wie neu, wenn man sie regelmäßig mit Butter bestreicht.",,"Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"337"
"Fighting for peace is like fucking for virginity.",,"Nie wieder Krieg!,Sexualität","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"338"
"Fix heroinspaziert.",,"Drogen","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"339"
"Flauten sind halb so schlimm, wenn man rechtzeitig von ihnen Wind bekommt.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"340"
"Fliegen wollt ihr ewig leben? Wenn nicht, dann lasst euch eine kleben.",,"Tiere,Tod","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"341"
"Fliegt der Bauer übers Dach, ist der Wind, weiß Gott, nicht schwach.",,"Klimawandel","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"342"
"Fliegt hoch die Kuh und tief das Rind, gibt’s bestimmt ‚’nen Wirbelwind.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"343"
"Ford sei Dank!",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"344"
"Frackzwang für Baghwan.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"345"
"Frauen gemeinsam sind stark geschädigt.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"346"
"Frauen sind wie Tee – manchmal muss man sie ziehen lassen.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"347"
"Frauenpower macht uns sauer.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"348"
"Frech gesagt ist halb gefeuert.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"349"
"Frei ist, wer will, was er ohnehin muss.",,"Freiheit","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"350"
"Freie Fahrt für Marzipan!",,"Food,Freiheit","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"351"
"Freies Chatten für alle! Macht die Wände dünner!",,"Freiheit","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"352"
"Freiheit für alle! Weg mit der Schwerkraft!",,"Freiheit","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"353"
"Freiheit für die Bücher, verkauft die Verleger!",,"Freiheit","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"354"
"Freiheit für Grönland! Nieder mit dem Packeis!",,"Freiheit","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"355"
"Freundschaft ist, wenn dich einer für Deinen Schwimmstil lobt, nachdem du beim Segeln gekentert bist.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"356"
"Frieden schaffen ohne Pfaffen.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"357"
"Friedhelm statt Stahlhelm.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"358"
"Friert das Bier im Glase ein, wird Juli bald zu Ende sein. ",,"Saufen","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"359"
"Friert's den Bauern arg am Schuh, steht er in der Tiefkühltruh'.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"360"
"Friert's im Dezember Stein und Bein, dann könnte das der Winter sein.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"361"
"Frisch gewachst ist halb gefallen.",,"Sport","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"362"
"Frisch gewagt ist halb verschrottet. ","(Autobahn-Motto)","Autos","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"363"
"Frisch verzagt ist halb verzweifelt.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"364"
"Früh gewagt ist früh gestorben.",,"Tod","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"365"
"Früher fuhren wir jedes Wochenende in den Wald. Heute haben wir die Müllabfuhr.",,"Natur","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"366"
"Früher habe ich mich mit euch auseinandergesetzt, heute setze ich mich mit euch zusammen.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"367"
"Früher las ich Karl Marx, doch dann entdeckte ich Pippi Langstrumpf.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"368"
"Früher wusste ich nicht, was Liebe ist; dann entdeckte ich den Computer.",,"Technik,Love is Love","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"369"
"Für den Weihnachtsmann: Weg mit den Osterhasen.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"370"
"Für die sofortige Abschaffung des Alltags.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"371"
"Für die sofortige Aufnahme der Mensa in den Guide Michelin.",,"Food","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"372"
"Für einen Anlass gibt es immer eine Gelegenheit.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"373"
"Für Geld tue ich alles, sogar arbeiten.",,"Finanzen,Arbeit ist doof","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"374"
"Für genügend Zuteilung von Waldmeister an das Volk.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"375"
"Für grüne Fuß- und Fliegenpilze.",,"Hygiene","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"376"
"Für manche Leute ist ein Gehirnschlag ein Schlag ins Leere.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"377"
"Für Männer gelten die Gesetze der Optik nicht. Nimmt man sie unter die Lupe, werden sie kleiner.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"378"
"Gäste, die voll kommen, sind nicht vollkommen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"379"
"Gefährlich wird es, wenn die Dummen fleißig werden.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"380"
"Gegen Massentierhaltung: Zweierpack für Gummibärchen.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"381"
"Geizige Menschen sind unangenehme Zeitgenossen, aber angenehme Vorfahren.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"382"
"Gemeinsam sind wir unausstehlich.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"383"
"Genieße das Leben beständig, denn du bist länger tot als lebendig.",,"Tod,Life finds a way","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"384"
"Genitiv ins Wasser weil es Dativ ist. ","(übermittelt am 6.8.2k11 durch Pierre Hamman in WKW)","Wortspiel","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"385"
"Gepflegter Bart küßt weich und zart.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"386"
"Gescheit, gescheiter, gescheitert.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"387"
"Gesunde Verdorbenheit ist besser als verdorbene Gesundheit.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"388"
"Gewollte Brillanz ergibt nur Brillantine.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"389"
"Gib mir Deinen Ausweis, und ich sage Dir, wer Du bist.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"390"
"Gib mir mal eine Zigarette, meine sind noch im Automaten!",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"391"
"Gibt es intelligentes Leben auf der Erde? Ja, aber ich bin nur zu Besuch hier.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"392"
"Gibt man dem Opi Opium, bringt Opium den Opi um.",,"Drogen,Tod","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"393"
"Global investieren - lokal ruinieren.",,"Antikapitalismus","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"394"
"Glücklich ist, wer verfrisst, was nicht zu versaufen ist.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"395"
"God shave the queen.",,"Anglophilie","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"396"
"Gott existiert nicht, trotzdem hasse ich ihn",,"Religion","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"397"
"Gott ist allmächtig, nur nicht auf der Erde.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"398"
"Gott ist nicht tot; nur beim Wort zum Sonntag eingeschlafen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"399"
"Gott ist tot (Nietzsche). Nietzsche ist tot (Gott).",,"Religion,Philosophie","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"400"
"Gott sei Punk.",,"Religion,Punk","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"401"
"Große Ereignisse werfen mitunter Schatten unter die Augen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"402"
"Größe ist nicht immer ausschlaggebend: Während die Wale fast ausgerottet sind, geht es den Ameisen nach wie vor blendend.",,"Tiere","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","403"
"Gut gemeint ist auch nicht besser.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"404"
"Guter Staat ist teuer.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"405"
"Haben Krawattenträger nicht schon genug am Halse?",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"406"
"Haben Sie keine Angst vor Fachbüchern. Ungelesen sind sie alle harmlos.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"407"
"Haben sie schon einmal ein Mutterschiff mit einem Schiffsjungen gesehen?",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"408"
"Haben sie schon einmal eine Lachmöwe auf einer Heulboje sitzen sehen?",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"409"
"Halt Dir mal die Ohren zu, dann schau ich, ob ich dich rieche.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"410"
"Hände hoch! Ich bin Achselfetischist",,"Sexualität","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"411"
"Hängst du im Sommer auf der Schüssel, kam das Hähnchen wohl aus Brüssel.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"412"
"Hardware sucht Software für Bumsware.",,"Technik","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"413"
"Hart ist hart, weich ist weich, aber immer weich ist echt hart.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"414"
"Hasse dich nicht schon am Morgen: schlaf bis Mittag.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"415"
"Hast du im Bett dich heißgewühlt, trink Coca-Cola eisgekühlt.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"416"
"Hast du mal ein kleines Laster, bist du auch schon gleich im Raster.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"417"
"Hast du Zahnpasta im Ohr, kommt dir alles leiser vor.",,"Hygiene","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"418"
"Hat das Blümchen einen Knick, war der Schmetterling zu dick. ","(gesehen in Facebook am 14.6.2k14)","Tiere,Sexismus","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"419"
"Hat der Bauer Frost am Schuh, steht er in der Tiefkühltruh.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"420"
"Hat der Bauer kalte Hände, flieh’n die Kühe ins Gelände.",,"Tiere","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"421"
"Hau niemals ab - hau einfach zu!",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"422"
"Haustürhaltung ist Türquälerei.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"423"
"Heiliger Sankt Benedikt, ich bin schon wieder eingenickt.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"424"
"Heiratest du aus Liebe, hast du schöne Nächte und schlechte Tage.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"425"
"Helm ab zum Nachdenken",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"426"
"Hey Kids, let's kotz.",,"Saufen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"427"
"Hey Mister Taliban, tally me Banana","(ZDF neo, TV Lab, 29.8.2011, 22:45)",,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"428"
"Hic Rhodos, hic Malta.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"429"
"Hier kann jeder machen, was ich will.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"430"
"Hier spraye ich und kann nicht anders.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"431"
"High sein, frei sein, bloß in keiner Partei sein.",,"Politik,Drogen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"432"
"Hinter den Drahtziehern stehen die Stacheldrahtzieher.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"433"
"Homer ist, wenn man trotzdem lacht ","(aus: ""Schlag nach bei Shakespeare"" in ""Kiss me, Kate"")","Humor","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"434"
"Hopfen und Malz erleichtern die Balz.",,"Saufen","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"435"
"Hülsenfrucht zum Abendbrot, morgens sind die Fliegen tot.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"436"
"Hunde, die schielen, beißen daneben.",,"Tiere","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"437"
"I don’t have a drinking problem: I drink, get drunk, fall down... no problem.",,"Saufen","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"438"
"Ich bin dein und du bist mein und wir gehören der Bank.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"439"
"Ich bin dick und du bist doof. Ich kann abnehmen und was kannst du?",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"440"
"Ich bin ein Vampir: wasch dir den Hals!",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"441"
"Ich bin intelligent, schön und gebildet, doch das Beste an mir ist meine Bescheidenheit.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"442"
"Ich bin klein, mein Herz ist schmutzig, ist das nicht putzig?",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"443"
"Ich bin nicht faul. Ich bin nur körperlich konservativ.",,"Lazy Town","https://www.sprueche.ws/dumme-sprueche","2","444"
"Ich bin nicht feige; ich bin nur stärker als der Held in mir.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"445"
"Ich bin nicht tot, ich rieche nur komisch.",,"Tod","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"446"
"Ich bin tolerant; wem das nicht passt, dem hau ich eine.",,"Gewalt","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"447"
"Ich bin wirklich kein Zyniker; ich habe nur Erfahrung.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"448"
"Ich bin zutiefst gerührt, sprach der Teig.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"449"
"Ich denke, also spinn ich.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"450"
"Ich finde alles Scheiße: wo ist das Fundbüro?",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"451"
"Ich geh kaputt, gehst Du mit?",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"452"
"Ich hab' die Kantine satt, ich esse nur noch Kitekat.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"453"
"Ich hab' im Traum dein Bild gesehn, da blieb vor Schreck mein Wecker stehn.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"454"
"Ich hasse Graffiti, denn ich hasse alle italienischen Gerichte.",,"Food","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"455"
"Ich kann fliegen, sagte der Wurm, als er mit dem Apfel vom Baum fiel.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"456"
"Ich komme aus der Kneipe, und da tritt mir doch so’n Besoffener auf die Hände.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"457"
"Ich mache es allen recht, aber nicht billig.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"458"
"Ich muss jetzt in den Birkenwald, denn meine Pillen wirken bald.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"459"
"Ich muss ππ machen.",,"Pipikaka","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","460"
"Ich sage, was ich denke, damit ich höre, was ich weiß.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"461"
"Ich schaue in den Spiegel und denk', ich hab' Besuch.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"462"
"Ich soll Gelbsucht haben? Ich bin doch farbenblind!",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"463"
"Ich stehe hier am Mittelmeer und habe keine Mittel mehr.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"464"
"Ich summe, also bien ich!",,"Tiere,Philosophie","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"465"
"Ich tanke, also fahr’ ich.",,"Autos","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"466"
"Ich verspreche nichts; und das halte ich auch.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"467"
"Ich war eine Dose, jetzt bin ich zwei Öltanks.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"468"
"Ich wollte die Einschulung aus Gewissensgründen verweigern.",,"Lernen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"469"
"Ihr da Ohm, macht doch Watt ihr Volt.",,"Technik","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"470"
"Ihr glaubt ihr seid frei? Die DDR ist kein Maßstab.",,"DDR","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"471"
"Ihr habt das Land, doch wir haben die Wand.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"472"
"Im Bett zart, gegen Bullen hart.",,"Polizei","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"473"
"Im Falle eines Falles ist richtig fallen alles. ","(Fußballer-Maxime)","Sport","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"474"
"Im Falle eines Falles, klebt Uhu auch den Phallus.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"475"
"Im Herbst, da fallen die Blätter; das liegt wohl am Wetter.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"476"
"Im Schatten ist es ruhig, weil man das Licht nicht hört.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"477"
"Im Wald da rauscht der Wasserfall, wenn’s nicht mehr rauscht, ist’s Wasser all.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"478"
"Im Wald da sitzt ein Auerhahn und schaut mich ganz schön sauer an, was mich nicht stört, weil ich grad penne, und zwar auf seiner Auer-Henne.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"479"
"Im Winter trink ich Wein, dann frier ich auch nicht ein.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"480"
"Immer wenn der Chef rot sieht, ärgere ich mich schwarz und mache blau.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"481"
"Immer wenn du denkst, blöder geht's nicht, kommen die Amerikaner mit was noch Schwachsinnigerem ","(Robert Steele, CIA-Operationsleiter, in der arte-Doku ""Die Geschichte der CIA"" vom 22.12.2011, 22 Uhr).",,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"482"
"In der Disco ist was los, wenn ich tanze nackt und bloß.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"483"
"In dubio Prosecco.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"484"
"In einer guten Beziehung hat niemand die Hosen an. Die stören ja nur.","(Facebook, 18.7.2k14)","Love is Love","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","9","485"
"In meinem Zimmer rußt der Ofen, in meinem Herzen ruhst nur du.",,"Love is Love","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"486"
"In mir schlummert ein Genie, nur wird das Biest nicht wach.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"487"
"In Sekten sind göttliche Fehltritte.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"488"
"In vino caritas.",,"Health","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"489"
"In Wirklichkeit ist die Realität ganz anders.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"490"
"Informationsfreiheit für alle! Macht die Wände dünner!",,"DDR","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"491"
