spruch,explanation,category,source,rating,id
"Wer anderen eine Schule baut, muss selbst hinein.",,"Lernen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1022"
"Wer andern eine Bratwurst brät, der hat ein Bratwurstbratgerät",,"Random,Reim","https://www.mundmische.de/bedeutung/1074-Wer_anderen_eine_Bratwurst_braet_hat_ein_Bratwurstbratgeraet","6","1023"
"Wer andern eine Grube gräbt, ist selbst dran Schuld.",,"Switcheroo","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","1024"
"Wer arbeitet, hat keine Zeit zum Geldverdienen.",,"Antikapitalismus,Finanzen","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","1025"
"Wer ARD sagt, muss auch BRD sagen.",,"Film & Fernsehen","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","1026"
"Wer ATA braucht, ist noch lange nicht bescheuert.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1027"
"Wer baggert so spät am Baggerloch, es ist der Bagger, der baggert noch.",,"Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","1028"
"Wer beim Schwimmen ins Schwimmen kommt, geht beim Baden baden.",,"Sport","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1029"
"Wer Blüten druckt, muss rechtzeitig verduften.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1030"
"Wer dauernd auf die Pauke haut, geht eines Tages flöten.",,"Tod","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1031"
"Wer dem Chef in den Hintern kriecht, muß damit rechnen, dass er ihm eines Tages zum Hals heraushängt.",,"Arbeit ist doof","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1032"
"Wer den Feind umarmt, macht ihn bewegungsunfähig.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1033"
"Wer den Pfennig nicht ehrt, hat Gold im Mund.",,"Finanzen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1034"
"Wer den Schaden hat, braucht für den Schrott nicht zu sorgen.",,"Autos","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1035"
"Wer den Teufel an die Wand malt, spart die Tapete.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1036"
"Wer die Polizei an die Uni holt, frisst auch kleine Kinder.",,"Polizei","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","1037"
"Wer die Wahrheit sagt, braucht ein schnelles Pferd.",,"Tiere","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1038"
"Wer dir glaubt, wird garantiert nicht selig.",,"Religion","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1039"
"Wer drei Eier durch vier teilt, muss mit einem Bruch rechnen.",,"Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1040"
"Wer ein langes Gesicht macht, hat mehr zu rasieren.",,"Hygiene","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1041"
"Wer faul ist, schaft Arbeitsplätze.",,"Lazy Town,Arbeit ist doof","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1042"
"Wer finden will, der muss verlieren können.",,"Weisheiten","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1043"
"Wer früher stirbt, ist länger tot.",,"Weisheiten,Tod","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","10","1044"
"Wer für die Katz arbeitet, kommt auf den Hund.",,"Tiere","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1045"
"Wer Glauben schenkt, ist ihn los.",,"Religion","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1046"
"Wer glaubt, er wisse, muss wissen, er glaubt.",,"Knowledge","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1047"
"Wer Glück im Spiel hat, hat mehr Geld für die Liebe ","(Facebook-Fund v. 3.5.2017)","Love is Love","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1048"
"Wer Hamburger nachmacht oder verfälscht, wird mit Donalds nicht unter fünf Mac bestraft.",,"Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1049"
"Wer hat denn den Käse ins Fernsehn gerollt?",,"Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1050"
"Wer heute den Kopf in den Sand steckt, knirscht morgen mit den Zähnen.",,"Weisheiten","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1051"
"Wer heute normal ist, ist nicht mehr normal.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1052"
"Wer hier kein Schwein ist, wird bald zur Sau gemacht.",,"Tiere","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1053"
"Wer Hundefleisch isst, darf sich nicht wundern, wenn der Magen knurrt.",,"Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1054"
"Wer im Frühjahr sorgt für Dünger, im Spätherbst erntet dicke Dinger.",,"Natur,Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","1055"
"Wer im Gasthaus sitzt, sollte nicht mit Scheinen werfen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1056"
"Wer im Schlachthaus sitzt, sollte nicht mit Schweinen werfen.",,"Tiere","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1057"
"Wer in sich geht, darf sich nicht wundern, wenn er dort niemanden antrifft ","(P. Frankenfeld)",,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1058"
"Wer Kaviar frisst, ist ein Rogenabhängiger.",,"Antikapitalismus","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","7","1059"
"Wer kein Geld hat, sollte wenigstens nicht arbeiten.",,"Antikapitalismus,Arbeit ist doof","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1060"
"Wer kein Schwein ist, wird bald zur Sau gemacht.",,"Tiere","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1061"
"Wer keine Kraft zum Träumen hat, hat keinen Mut zum Kämpfen.",,"Philosophie","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","1062"
"Wer keinen Spaß versteht, den sollte man nicht ernst nehmen.",,"Humor","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1063"
"Wer Klinken putzt, wird schneller krank.",,"Health","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1064"
"Wer lächeln kann, wenn's schiefgeht, der weiß, wen er verantwortlich machen kann.",,"Arbeit ist doof","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1065"
"Wer langsam geht, kommt auch zu spät.",,"Lazy Town","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1066"
"Wer mehr kann, kann bald nicht mehr.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1067"
"Wer mit dem Strom schwimmt, treibt irgendwann ins Meer.",,"Natur","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1068"
"Wer mit vierzig noch ein -aner, ist ein geistiger Sextaner.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1069"
"Wer morgens zerknittert ist, hat den Tag über viel mehr Entfaltungsmöglichkeiten.",,"Lazy Town","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1070"
"Wer nicht genießt, wird ungenießbar.",,"Weisheiten","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","9","1071"
"Wer nicht hören will, muß fernsehen.",,"Technik","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","9","1072"
"Wer nicht mit der Zeit geht, geht mit der Zeit.",,"Weisheiten","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","1073"
"Wer nicht verkehrt, lebt verkehrt.",,"Sexualität","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","8","1074"
"Wer nichts weiß, muss alles glauben.",,"Knowledge","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","8","1075"
"Wer nichts wird, wird Zwischenwirt.",,"Berufe","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","2","1076"
"Wer nur eine kleine Pfanne hat, braucht keine großen Fische zu fangen.",,"Food,Tiere","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","1077"
"Wer Ordnung hält, ist nur zu faul zum Suchen.",,"Lazy Town","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","7","1078"
"Wer redet, was er nicht sollte, muss hören, was er nicht wollte.",,"Reim","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","5","1079"
"Wer reif ist, fällt auch schneller.",,"Alter","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","1080"
"Wer rennt und lacht, kommt in Verdacht.",,"Polizei","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","5","1081"
"Wer seinen Traum verwirklichen will, muss erst mal aufwachen.",,"Schlafmützen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","4","1082"
"Wer sich nicht wehrt, endet am Herd.",,"Sexismus","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","7","1083"
"Wer sich verlobt zur rechten Zeit, braucht nicht zu nehmen, was übrigbleibt.",,"Love is Love","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","7","1084"
"Wer Stil und Ideen hat, wird Schriftsteller. Wer Stil hat, aber keine Ideen, wird Journalist. Wer weder Stil noch Ideen hat, wird Germanist.",,"Bildung","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","4","1085"
"Wer stirbt, ist nur zu faul zum Leben.",,"Tod,Lazy Town,Life finds a way","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","7","1086"
"Wer sündig durch die Jugend tapst, im Alter meist nach Tugend japst.",,"Reim","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","4","1087"
"Wer sündigt, schläft nicht.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","1","1088"
"Wer tagelang ohne Getränke auskommt, ist ein Kamel.",,"Tiere","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","1","1089"
"Wer trinkt, schadet dem Durst.",,"Saufen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","1","1090"
"Wer über Humor streitet, hat keinen.",,"Humor","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","3","1091"
"Wer unsere Oma ärgert, muss sie auch mitnehmen.",,"Familie","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","1092"
"Wer Viagra im Garten verstreut, kann die Regenwürmer dann als Nägel verwenden ","(via WKW am 29.6.2011)","Tiere,Sexualität","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","7","1093"
"Wer viel arbeitet, macht viele Fehler; wer keine Fehler macht, ist ein fauler Hund.",,"Lazy Town","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","3","1094"
"Wer vom eigenen Schnarchen aufwacht, sollte das Zimmer wechseln.",,"Schlafmützen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","2","1095"
"Wer Wind sät, scheut das Feuer.",,"Natur","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","2","1096"
"Wer wird denn gleich in den Puff gehen!",,"Sexualität,Horny","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","2","1097"
"Wer wöchentlich nur einmal kann und möchte gerne täglich, der wende sich an Neckermann, denn Neckermann macht's möglich.",,"Brands,Horny","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","3","1098"
"Wer zu allem seinen Senf gibt, gerät in den Verdacht, ein Würstchen zu sein.",,"Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","4","1099"
"Wer zuletzt lacht, hat es nicht früher begriffen.",,"Dummheit","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","3","1100"
"Wer zuletzt lacht, stirbt wenigstens fröhlich.",,"Tod","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","5","1101"
"Wer zuviel fernsieht, verliert den Weitblick.",,"Weisheiten","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","1102"
"Wer zweimal mit der Selben pennt, gehört schon zum Establishment.",,"Horny","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","1103"
"Why drink and drive, if you can smoke and fly?",,"Saufen,Drogen","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","1104"
"Wie lange noch ist grün die Farbe der Hoffnung?",,"Politik","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","1105"
"Wie man sich bildet, so versagt man.",,"Knowledge","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","4","1106"
"Wie man sich fettet, so riecht man.",,"Hygiene","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","2","1107"
"Will der Bauer schneller pflügen, tät ein Porsche schon genügen.",,"Finanzen,Autos,Reim","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","2","1108"
"Will der Mensch die Eier eckig, geht's den Hühnern ganz schön dreckig.",,"Food,Tiere,Reim","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","3","1109"
"Willst du dir den Tag versauen, musst du in den Spiegel schauen.",,"Pretty Priviledge,Fatshaming,Reim","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","3","1110"
"Willst Du einen Punker quälen, mußt Du ihm sein Haarspray stehlen.",,"Punk","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","4","1111"
"Willst du mit dem Christkind rocken, darfst du nicht im Lametta hocken.",,"Merry Crisis","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","4","1112"
"Wir Amerikaner schießen erst dann, bevor die Russen geschossen haben.",,"Nie wieder Krieg!,USA","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","4","1113"
"Wir beiben unserm Grundsatz treu: trickreich, scharf und arbeitsscheu.",,"Arbeit ist doof","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","3","1114"
"Wir besitzen nichts, aber wir haben irre was zu lachen.",,"Antikapitalismus","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","1115"
"Wir fordern Haftpflicht für künstliche Gebisse.",,"Anatomie,Hygiene,Health","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","2","1116"
"Wir haben nichts zu verlieren außer unserer Angst.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","4","1117"
"Wir haben schwach angefangen, aber dafür lassen wir stark nach.",,"Sport","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","7","1118"
"Wir schießen die Politiker auf den Mond, damit sich Raumfahrt wieder lohnt.",,"Politik,Weltall","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","6","1119"
"Wir sind doch alle nur Schachfiguren, sagte der König zum Bauern.",,"Antikapitalismus","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","4","1120"
"Wir sind für jeden Spaß zu haben: Wähl 110!",,"Polizei","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","1121"
"Wir sind wieder wer, aber wer und vor allem wieder und wieso immer wir?",,"Philosophie","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","4","1122"
"Wir sind zu allem fähig, aber zu nichts zu gebrauchen.",,"Lazy Town","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","7","1123"
"Wir sparen jeden Pfennig - koste es was es wolle.",,"Antikapitalismus,Finanzen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","6","1124"
"Wir wollen alles, und davon möglichst viel.",,"Kapitalismus","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","4","1125"
"Wir wollen endlich alle Kanzler werden!",,"Politik","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","4","1126"
"Wir wollen Energie sparen. Dafür lieben wir langsamer.",,"Love is Love,Klimawandel","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","1127"
"Wir wollen keine Entsorgung; laßt uns wenigstens unsere Sorgen.",,"Mental Health","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","4","1128"
"Wir wollen Männer, keine Ersatzteile.",,"Feminismus","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","5","1129"
"Wird das Leben dir zuviel, trink doch rasch 'ne Flasche Pril.",,"Tod,Life finds a way","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","3","1130"
"Wird der Knecht gehetzt von Doggen, muss er um sein Leben joggen.",,"Tiere,Sport","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","1131"
"Wirst du des Lebens nicht mehr froh, dann stürze dich in H-2-O.",,"Tod,Natur","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","8","1132"
"Wirst du von Rocky verhauen, bist du von Dummheit geschlagen.",,"Film & Fernsehen","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","1133"
"Wissen ist Macht. Wir wissen nichts. Macht nichts.",,"Knowledge","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","7","1134"
"Wissensdurst ist die flüssige Form von Bildungshunger.",,"Knowledge","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","5","1135"
"Wo die Frau nicht kocht, da kocht der Mann.",,"Sexismus","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","4","1136"
"Wo die Lenden enden, ist aller Laster Anfang.",,"Anatomie","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","1137"
"Wo ein Wille ist, da ist auch ein Gebüsch.",,"Natur","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","1","1138"
"Wo ein Zwerg-Staat, da auch ein Mini-Sterium.",,"Politik","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","3","1139"
"Wo eine Villa ist, ist auch ein Weg.",,"Antikapitalismus,Wortspiel","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","3","1140"
"Wo gedoubelt wird, da fallen Zähne.","(Stuntman-Weisheit)","Switcheroo,Wortspiel","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","4","1141"
"Wo kämen wir hin, wenn jeder sagte, wo kämen wir hin, und keiner ginge um zu schauen, wo wir hinkämen, wenn wir gingen.",,"Weisheiten","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","7","1142"
"Wo nix läuft, läuft der Fernseher [oder: Computer].",,"Technik","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","5","1143"
"Wo viel Lid ist, ist auch viel Schatten.",,"Weisheiten","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","4","1144"
"Wo wir sind, geht alles schief. Aber wir können ja nicht überall sein ","(Losung der mobilen Einsatzkommandos)","Zitat","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","6","1145"
"Woher soll ich wissen, was ich denke, bevor ich gehört habe, was ich sage?",,"Weisheiten","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","6","1146"
"Wohltätig ist des Feuers Macht, entsteht kein Brandstiftungsverdacht.",,"Gewalt","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","3","1147"
"Woran erkannt man ein Schaschlik? Es sieht so spießig aus.",,"Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","4","1148"
"Wozu AKWs? Bei uns kommt der Strom aus der Steckdose.",,"Atomkraft Nein Danke","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","6","1149"
"Wozu Flüsse und Seen? Bei uns kommt das Wasser aus der Leitung.",,"Natur","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","2","1150"
"Wozu noch recht schreiben, wenn man links denkt?",,"Politik","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","6","1151"
"Wuppertal ist nur halb so groß wie der Friedhof von New York, aber doppelt so tot.",,"Alman,USA","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","1152"
"Wüstlinge in die Sahara!",,"Natur","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","1153"
"Wut tut gut.",,"Gewalt","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","1154"
"Zahnlose haben mehr Zungenfreiheit.",,"Anatomie","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","4","1155"
"Zeige mir Deine Krawatte und ich sage Dir, was Du gegessen hast.",,"Food","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","1156"
"Zeige mir Deinen Grabstein und ich sage Dir, wer Du warst.",,"Tod","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","1157"
"Zu viel Eisbein schadet dem Steißbein.",,"Food,Anatomie","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","4","1158"
"Zucker ist das, was dem Kaffee einen herben Geschmack verleiht, wenn man vergisst, ihn hineinzutun.",,"Food","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","4","1159"
"Zum Leben muss man geboren sein.",,"Life finds a way,Weisheiten","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","5","1160"
"Zwei im Büro, und einer arbeitet? Ein Beamter und ein Ventilator.",,"Arbeit ist doof,Bürokratie","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","1161"
"Zwischen Leber und Milz ist noch Platz für ein Pils.",,"Saufen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm","2","1162"
